PropName,BladeName,Family,B,D,P,P_D,J,N,CT,CP,eta,D_ft,A_sqft,N_rps,SLT_lbf,SLP_hp,DL_psf,Vtip_fps,Vtip_mach,CT_hov,CT_sig,CP_i,P_i,FM
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.3105,5027,0.0616,0.03166,0.6046,0.8333,0.5454,83.78,3.8446,0.7875,7.0489,219.3,0.1994,0.0616,0.6178,0.0108,170.25,0.3931
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.3396,5027,0.0570,0.03072,0.6300,0.8333,0.5454,83.78,3.5544,0.7642,6.5168,219.3,0.1994,0.0570,0.5712,0.0096,151.34,0.3601
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.3668,5027,0.0523,0.02960,0.6477,0.8333,0.5454,83.78,3.2606,0.7364,5.9783,219.3,0.1994,0.0523,0.5240,0.0085,132.97,0.3283
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.3970,5027,0.0469,0.02827,0.6586,0.8333,0.5454,83.78,2.9258,0.7033,5.3643,219.3,0.1994,0.0469,0.4702,0.0072,113.02,0.2922
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.4255,5027,0.0420,0.02691,0.6643,0.8333,0.5454,83.78,2.6204,0.6694,4.8043,219.3,0.1994,0.0420,0.4211,0.0061,95.80,0.2602
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.4530,5027,0.0363,0.02504,0.6561,0.8333,0.5454,83.78,2.2623,0.6229,4.1479,219.3,0.1994,0.0363,0.3636,0.0049,76.85,0.2243
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.4837,5027,0.0305,0.02313,0.6380,0.8333,0.5454,83.78,1.9024,0.5752,3.4880,219.3,0.1994,0.0305,0.3057,0.0038,59.26,0.1873
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.5151,5027,0.0235,0.02045,0.5913,0.8333,0.5454,83.78,1.4642,0.5087,2.6845,219.3,0.1994,0.0235,0.2353,0.0025,40.01,0.1430
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.5395,5027,0.0186,0.01848,0.5417,0.8333,0.5454,83.78,1.1571,0.4596,2.1215,219.3,0.1994,0.0186,0.1860,0.0018,28.11,0.1112
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.5706,5027,0.0119,0.01564,0.4338,0.8333,0.5454,83.78,0.7416,0.3890,1.3598,219.3,0.1994,0.0119,0.1192,0.0009,14.42,0.0674
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.4829,5039,0.0308,0.02321,0.6400,0.8333,0.5454,83.98,1.9279,0.5815,3.5347,219.9,0.1999,0.0308,0.3083,0.0038,60.45,0.1890
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.5154,5039,0.0237,0.02059,0.5945,0.8333,0.5454,83.98,1.4882,0.5158,2.7285,219.9,0.1999,0.0237,0.2380,0.0026,41.00,0.1445
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.5410,5039,0.0183,0.01840,0.5383,0.8333,0.5454,83.98,1.1476,0.4610,2.1041,219.9,0.1999,0.0183,0.1835,0.0018,27.76,0.1095
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.5707,5039,0.0116,0.01549,0.4273,0.8333,0.5454,83.98,0.7269,0.3881,1.3328,219.9,0.1999,0.0116,0.1163,0.0009,14.00,0.0656
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.5990,5039,0.0054,0.01278,0.2547,0.8333,0.5454,83.98,0.3406,0.3202,0.6245,219.9,0.1999,0.0054,0.0545,0.0003,4.49,0.0255
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.1145,6003,0.0888,0.03359,0.3028,0.8333,0.5454,100.05,7.8999,1.4229,14.4841,261.9,0.2381,0.0888,0.8903,0.0187,501.46,0.6408
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.1413,6003,0.0858,0.03357,0.3610,0.8333,0.5454,100.05,7.6289,1.4219,13.9874,261.9,0.2381,0.0858,0.8597,0.0178,475.88,0.6085
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.1637,6003,0.0835,0.03355,0.4075,0.8333,0.5454,100.05,7.4293,1.4213,13.6214,261.9,0.2381,0.0835,0.8373,0.0171,457.33,0.5850
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.1884,6003,0.0802,0.03335,0.4533,0.8333,0.5454,100.05,7.1379,1.4126,13.0870,261.9,0.2381,0.0802,0.8044,0.0161,430.68,0.5543
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.2114,6003,0.0772,0.03308,0.4936,0.8333,0.5454,100.05,6.8698,1.4014,12.5955,261.9,0.2381,0.0772,0.7742,0.0152,406.65,0.5276
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.2366,6003,0.0743,0.03304,0.5321,0.8333,0.5454,100.05,6.6096,1.3996,12.1185,261.9,0.2381,0.0743,0.7449,0.0143,383.77,0.4985
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.2602,6003,0.0708,0.03268,0.5634,0.8333,0.5454,100.05,6.2930,1.3841,11.5379,261.9,0.2381,0.0708,0.7092,0.0133,356.52,0.4683
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.2840,6003,0.0672,0.03223,0.5925,0.8333,0.5454,100.05,5.9807,1.3653,10.9653,261.9,0.2381,0.0672,0.6740,0.0123,330.32,0.4399
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.3071,6003,0.0638,0.03161,0.6201,0.8333,0.5454,100.05,5.6771,1.3389,10.4087,261.9,0.2381,0.0638,0.6398,0.0114,305.49,0.4148
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.3299,6003,0.0597,0.03085,0.6382,0.8333,0.5454,100.05,5.3091,1.3070,9.7341,261.9,0.2381,0.0597,0.5983,0.0103,276.27,0.3843
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.3538,6003,0.0555,0.03004,0.6535,0.8333,0.5454,100.05,4.9361,1.2726,9.0501,261.9,0.2381,0.0555,0.5563,0.0092,247.67,0.3539
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.3788,6003,0.0512,0.02908,0.6669,0.8333,0.5454,100.05,4.5525,1.2316,8.3468,261.9,0.2381,0.0512,0.5130,0.0082,219.37,0.3238
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.4027,6003,0.0472,0.02813,0.6760,0.8333,0.5454,100.05,4.1992,1.1914,7.6992,261.9,0.2381,0.0472,0.4732,0.0073,194.34,0.2966
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.4252,6003,0.0427,0.02679,0.6780,0.8333,0.5454,100.05,3.7990,1.1349,6.9653,261.9,0.2381,0.0427,0.4281,0.0062,167.23,0.2679
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.4496,6003,0.0383,0.02548,0.6758,0.8333,0.5454,100.05,3.4059,1.0792,6.2447,261.9,0.2381,0.0383,0.3838,0.0053,141.96,0.2392
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.4738,6003,0.0334,0.02389,0.6630,0.8333,0.5454,100.05,2.9730,1.0118,5.4509,261.9,0.2381,0.0334,0.3350,0.0043,115.77,0.2080
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.4023,6052,0.0471,0.02801,0.6761,0.8333,0.5454,100.87,4.2557,1.2159,7.8027,264.1,0.2401,0.0471,0.4719,0.0072,198.27,0.2965
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.4267,6052,0.0427,0.02681,0.6798,0.8333,0.5454,100.87,3.8615,1.1637,7.0800,264.1,0.2401,0.0427,0.4282,0.0062,171.37,0.2678
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.4501,6052,0.0383,0.02549,0.6757,0.8333,0.5454,100.87,3.4590,1.1064,6.3420,264.1,0.2401,0.0383,0.3835,0.0053,145.29,0.2388
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.4746,6052,0.0336,0.02397,0.6652,0.8333,0.5454,100.87,3.0367,1.0403,5.5676,264.1,0.2401,0.0336,0.3367,0.0044,119.51,0.2089
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.4993,6052,0.0285,0.02216,0.6415,0.8333,0.5454,100.87,2.5735,0.9617,4.7185,264.1,0.2401,0.0285,0.2853,0.0034,93.24,0.1763
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.5223,6052,0.0238,0.02041,0.6103,0.8333,0.5454,100.87,2.1558,0.8858,3.9525,264.1,0.2401,0.0238,0.2390,0.0026,71.48,0.1467
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.5474,6052,0.0182,0.01813,0.5488,0.8333,0.5454,100.87,1.6428,0.7867,3.0121,264.1,0.2401,0.0182,0.1822,0.0017,47.55,0.1099
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.5709,6052,0.0131,0.01605,0.4671,0.8333,0.5454,100.87,1.1874,0.6967,2.1770,264.1,0.2401,0.0131,0.1317,0.0011,29.22,0.0763
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.5954,6052,0.0076,0.01373,0.3290,0.8333,0.5454,100.87,0.6862,0.5961,1.2581,264.1,0.2401,0.0076,0.0761,0.0005,12.84,0.0392
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.6185,6052,0.0020,0.01118,0.1122,0.8333,0.5454,100.87,0.1834,0.4851,0.3363,264.1,0.2401,0.0020,0.0203,0.0001,1.77,0.0066
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.0000,1060,0.0718,0.01855,0.0000,0.8333,0.5454,17.67,0.1991,0.0043,0.3651,46.3,0.0420,0.0718,0.7197,0.0136,2.01,0.8435
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.0000,1467,0.0784,0.02672,0.0000,0.8333,0.5454,24.44,0.4162,0.0165,0.7630,64.0,0.0582,0.0784,0.7857,0.0155,6.06,0.6677
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.0000,2047,0.0841,0.03120,0.0000,0.8333,0.5454,34.11,0.8690,0.0524,1.5933,89.3,0.0812,0.0841,0.8425,0.0172,18.30,0.6350
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.0000,2533,0.0874,0.03242,0.0000,0.8333,0.5454,42.22,1.3840,0.1032,2.5375,110.5,0.1005,0.0874,0.8758,0.0183,36.77,0.6477
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.0000,2973,0.0905,0.03254,0.0000,0.8333,0.5454,49.56,1.9748,0.1675,3.6208,129.7,0.1179,0.0905,0.9072,0.0193,62.68,0.6803
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.0000,3540,0.0934,0.03245,0.0000,0.8333,0.5454,59.00,2.8889,0.2819,5.2967,154.5,0.1404,0.0934,0.9362,0.0202,110.89,0.7152
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.0000,4027,0.0929,0.03235,0.0000,0.8333,0.5454,67.11,3.7167,0.4136,6.8145,175.7,0.1597,0.0929,0.9309,0.0200,161.82,0.7113
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.0000,4460,0.0933,0.03219,0.0000,0.8333,0.5454,74.33,4.5816,0.5592,8.4002,194.6,0.1769,0.0933,0.9354,0.0202,221.48,0.7202
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.0000,4960,0.0943,0.03212,0.0000,0.8333,0.5454,82.67,5.7281,0.7674,10.5022,216.4,0.1967,0.0943,0.9456,0.0205,309.61,0.7336
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.0000,5493,0.0939,0.03208,0.0000,0.8333,0.5454,91.56,6.9966,1.0412,12.8280,239.7,0.2179,0.0939,0.9416,0.0204,417.96,0.7299
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.0000,5940,0.0952,0.03218,0.0000,0.8333,0.5454,99.00,8.2913,1.3207,15.2019,259.2,0.2356,0.0952,0.9543,0.0208,539.19,0.7423
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.0000,6520,0.0953,0.03213,0.0000,0.8333,0.5454,108.67,10.0003,1.7438,18.3351,284.5,0.2586,0.0953,0.9553,0.0208,714.20,0.7447
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.0000,6953,0.0950,0.03212,0.0000,0.8333,0.5454,115.89,11.3428,2.1143,20.7966,303.4,0.2758,0.0950,0.9527,0.0207,862.75,0.7419
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.0000,7440,0.0958,0.03224,0.0000,0.8333,0.5454,124.00,13.0946,2.5998,24.0085,324.6,0.2951,0.0958,0.9607,0.0210,1070.15,0.7484
ancf 10.0x6.0 - 2,ancf 10.0x6.0,ancf,2,10.00,6.00,0.6000,0.1852,3033,0.0914,0.04389,0.3857,0.8333,0.5454,50.55,2.0756,0.2398,3.8055,132.3,0.1203,0.0914,0.9163,0.0195,67.53,0.5120
ancf 10.0x6.0 - 2,ancf 10.0x6.0,ancf,2,10.00,6.00,0.6000,0.2329,3033,0.0843,0.04296,0.4569,0.8333,0.5454,50.55,1.9134,0.2347,3.5082,132.3,0.1203,0.0843,0.8447,0.0173,59.77,0.4631
ancf 10.0x6.0 - 2,ancf 10.0x6.0,ancf,2,10.00,6.00,0.6000,0.2801,3033,0.0788,0.04225,0.5225,0.8333,0.5454,50.55,1.7895,0.2308,3.2810,132.3,0.1203,0.0788,0.7900,0.0156,54.06,0.4259
ancf 10.0x6.0 - 2,ancf 10.0x6.0,ancf,2,10.00,6.00,0.6000,0.3281,3033,0.0729,0.04108,0.5819,0.8333,0.5454,50.55,1.6541,0.2244,3.0328,132.3,0.1203,0.0729,0.7302,0.0139,48.05,0.3892
ancf 10.0x6.0 - 2,ancf 10.0x6.0,ancf,2,10.00,6.00,0.6000,0.3745,3033,0.0661,0.03944,0.6279,0.8333,0.5454,50.55,1.5013,0.2155,2.7526,132.3,0.1203,0.0661,0.6628,0.0120,41.54,0.3506
ancf 10.0x6.0 - 2,ancf 10.0x6.0,ancf,2,10.00,6.00,0.6000,0.4232,3033,0.0571,0.03651,0.6614,0.8333,0.5454,50.55,1.2956,0.1995,2.3755,132.3,0.1203,0.0571,0.5720,0.0096,33.31,0.3036
ancf 10.0x6.0 - 2,ancf 10.0x6.0,ancf,2,10.00,6.00,0.6000,0.4703,3033,0.0480,0.03325,0.6788,0.8333,0.5454,50.55,1.0899,0.1817,1.9982,132.3,0.1203,0.0480,0.4811,0.0074,25.70,0.2572
ancf 10.0x6.0 - 2,ancf 10.0x6.0,ancf,2,10.00,6.00,0.6000,0.5168,3033,0.0381,0.02910,0.6758,0.8333,0.5454,50.55,0.8641,0.1590,1.5842,132.3,0.1203,0.0381,0.3815,0.0052,18.14,0.2074
ancf 10.0x6.0 - 2,ancf 10.0x6.0,ancf,2,10.00,6.00,0.6000,0.5660,3033,0.0286,0.02486,0.6505,0.8333,0.5454,50.55,0.6487,0.1358,1.1894,132.3,0.1203,0.0286,0.2864,0.0034,11.80,0.1580
ancf 10.0x6.0 - 2,ancf 10.0x6.0,ancf,2,10.00,6.00,0.6000,0.6341,3033,0.0150,0.01808,0.5259,0.8333,0.5454,50.55,0.3405,0.0988,0.6242,132.3,0.1203,0.0150,0.1503,0.0013,4.49,0.0826
ancf 10.0x6.0 - 2,ancf 10.0x6.0,ancf,2,10.00,6.00,0.6000,0.6684,3033,0.0092,0.01499,0.4103,0.8333,0.5454,50.55,0.2089,0.0819,0.3830,132.3,0.1203,0.0092,0.0922,0.0006,2.16,0.0479
ancf 10.0x6.0 - 2,ancf 10.0x6.0,ancf,2,10.00,6.00,0.6000,0.7081,3033,0.0021,0.01117,0.1325,0.8333,0.5454,50.55,0.0475,0.0610,0.0870,132.3,0.1203,0.0021,0.0210,0.0001,0.23,0.0070
ancf 10.0x6.0 - 2,ancf 10.0x6.0,ancf,2,10.00,6.00,0.6000,0.7095,3033,0.0023,0.01138,0.1449,0.8333,0.5454,50.55,0.0528,0.0622,0.0967,132.3,0.1203,0.0023,0.0233,0.0001,0.27,0.0080
ancf 10.0x6.0 - 2,ancf 10.0x6.0,ancf,2,10.00,6.00,0.6000,0.7095,3033,0.0023,0.01138,0.1449,0.8333,0.5454,50.55,0.0528,0.0622,0.0967,132.3,0.1203,0.0023,0.0233,0.0001,0.27,0.0080
ancf 10.0x6.0 - 2,ancf 10.0x6.0,ancf,2,10.00,6.00,0.6000,0.7095,3033,0.0023,0.01138,0.1449,0.8333,0.5454,50.55,0.0528,0.0622,0.0967,132.3,0.1203,0.0023,0.0233,0.0001,0.27,0.0080
ancf 10.0x6.0 - 2,ancf 10.0x6.0,ancf,2,10.00,6.00,0.6000,0.7095,3033,0.0023,0.01138,0.1449,0.8333,0.5454,50.55,0.0528,0.0622,0.0967,132.3,0.1203,0.0023,0.0233,0.0001,0.27,0.0080
ancf 10.0x6.0 - 2,ancf 10.0x6.0,ancf,2,10.00,6.00,0.6000,0.7095,3033,0.0023,0.01138,0.1449,0.8333,0.5454,50.55,0.0528,0.0622,0.0967,132.3,0.1203,0.0023,0.0233,0.0001,0.27,0.0080
ancf 10.0x6.0 - 2,ancf 10.0x6.0,ancf,2,10.00,6.00,0.6000,0.1394,4011,0.1011,0.04354,0.3236,0.8333,0.5454,66.85,4.0145,0.5502,7.3605,175.0,0.1591,0.1011,1.0134,0.0227,181.66,0.6003
ancf 10.0x6.0 - 2,ancf 10.0x6.0,ancf,2,10.00,6.00,0.6000,0.1767,4011,0.0971,0.04405,0.3894,0.8333,0.5454,66.85,3.8550,0.5566,7.0680,175.0,0.1591,0.0971,0.9731,0.0214,170.94,0.5584
ancf 10.0x6.0 - 2,ancf 10.0x6.0,ancf,2,10.00,6.00,0.6000,0.2135,4011,0.0925,0.04403,0.4487,0.8333,0.5454,66.85,3.6748,0.5563,6.7376,175.0,0.1591,0.0925,0.9276,0.0199,159.09,0.5200
ancf 10.0x6.0 - 2,ancf 10.0x6.0,ancf,2,10.00,6.00,0.6000,0.2484,4011,0.0876,0.04353,0.4996,0.8333,0.5454,66.85,3.4766,0.5501,6.3743,175.0,0.1591,0.0876,0.8776,0.0183,146.40,0.4839
ancf 10.0x6.0 - 2,ancf 10.0x6.0,ancf,2,10.00,6.00,0.6000,0.2852,4011,0.0838,0.04348,0.5495,0.8333,0.5454,66.85,3.3269,0.5494,6.0998,175.0,0.1591,0.0838,0.8398,0.0171,137.05,0.4535
ancf 10.0x6.0 - 2,ancf 10.0x6.0,ancf,2,10.00,6.00,0.6000,0.3206,4011,0.0787,0.04263,0.5917,0.8333,0.5454,66.85,3.1241,0.5386,5.7280,175.0,0.1591,0.0787,0.7886,0.0156,124.71,0.4210
ancf 10.0x6.0 - 2,ancf 10.0x6.0,ancf,2,10.00,6.00,0.6000,0.3567,4011,0.0740,0.04186,0.6301,0.8333,0.5454,66.85,2.9367,0.5290,5.3843,175.0,0.1591,0.0740,0.7413,0.0142,113.66,0.3906
ancf 10.0x6.0 - 2,ancf 10.0x6.0,ancf,2,10.00,6.00,0.6000,0.3891,4011,0.0682,0.04032,0.6579,0.8333,0.5454,66.85,2.7071,0.5095,4.9634,175.0,0.1591,0.0682,0.6834,0.0126,100.59,0.3590
ancf 10.0x6.0 - 2,ancf 10.0x6.0,ancf,2,10.00,6.00,0.6000,0.4222,4011,0.0625,0.03872,0.6819,0.8333,0.5454,66.85,2.4836,0.4893,4.5535,175.0,0.1591,0.0625,0.6269,0.0111,88.39,0.3285
ancf 10.0x6.0 - 2,ancf 10.0x6.0,ancf,2,10.00,6.00,0.6000,0.4603,4011,0.0558,0.03658,0.7018,0.8333,0.5454,66.85,2.2143,0.4622,4.0598,175.0,0.1591,0.0558,0.5589,0.0093,74.41,0.2927
ancf 10.0x6.0 - 2,ancf 10.0x6.0,ancf,2,10.00,6.00,0.6000,0.4961,4011,0.0484,0.03387,0.7082,0.8333,0.5454,66.85,1.9202,0.4280,3.5206,175.0,0.1591,0.0484,0.4847,0.0075,60.09,0.2553
ancf 10.0x6.0 - 2,ancf 10.0x6.0,ancf,2,10.00,6.00,0.6000,0.5302,4011,0.0406,0.03068,0.7020,0.8333,0.5454,66.85,1.6132,0.3877,2.9578,175.0,0.1591,0.0406,0.4072,0.0058,46.28,0.2170
ancf 10.0x6.0 - 2,ancf 10.0x6.0,ancf,2,10.00,6.00,0.6000,0.5679,4011,0.0327,0.02725,0.6823,0.8333,0.5454,66.85,1.3001,0.3443,2.3838,175.0,0.1591,0.0327,0.3282,0.0042,33.48,0.1768
ancf 10.0x6.0 - 2,ancf 10.0x6.0,ancf,2,10.00,6.00,0.6000,0.6104,4011,0.0238,0.02293,0.6334,0.8333,0.5454,66.85,0.9448,0.2897,1.7323,175.0,0.1591,0.0238,0.2385,0.0026,20.74,0.1302
ancf 10.0x6.0 - 2,ancf 10.0x6.0,ancf,2,10.00,6.00,0.6000,0.6366,4011,0.0177,0.01962,0.5753,0.8333,0.5454,66.85,0.7040,0.2479,1.2908,175.0,0.1591,0.0177,0.1777,0.0017,13.34,0.0979
ancf 10.0x6.0 - 2,ancf 10.0x6.0,ancf,2,10.00,6.00,0.6000,0.6786,4011,0.0091,0.01507,0.4101,0.8333,0.5454,66.85,0.3616,0.1904,0.6630,175.0,0.1591,0.0091,0.0913,0.0006,4.91,0.0469
ancf 10.0x6.0 - 2,ancf 10.0x6.0,ancf,2,10.00,6.00,0.6000,0.7174,4011,0.0009,0.01051,0.0596,0.8333,0.5454,66.85,0.0347,0.1328,0.0636,175.0,0.1591,0.0009,0.0088,0.0000,0.15,0.0020
ancf 10.0x6.0 - 2,ancf 10.0x6.0,ancf,2,10.00,6.00,0.6000,0.1395,4998,0.1051,0.04292,0.3415,0.8333,0.5454,83.30,6.4796,1.0494,11.8802,218.1,0.1983,0.1051,1.0534,0.0241,372.50,0.6454
ancf 10.0x6.0 - 2,ancf 10.0x6.0,ancf,2,10.00,6.00,0.6000,0.1691,4998,0.1020,0.04338,0.3978,0.8333,0.5454,83.30,6.2906,1.0605,11.5337,218.1,0.1983,0.1020,1.0227,0.0230,356.33,0.6109
ancf 10.0x6.0 - 2,ancf 10.0x6.0,ancf,2,10.00,6.00,0.6000,0.1968,4998,0.0997,0.04381,0.4480,0.8333,0.5454,83.30,6.1475,1.0710,11.2712,218.1,0.1983,0.0997,0.9994,0.0223,344.23,0.5844
ancf 10.0x6.0 - 2,ancf 10.0x6.0,ancf,2,10.00,6.00,0.6000,0.2270,4998,0.0962,0.04401,0.4963,0.8333,0.5454,83.30,5.9328,1.0758,10.8775,218.1,0.1983,0.0962,0.9645,0.0211,326.36,0.5516
ancf 10.0x6.0 - 2,ancf 10.0x6.0,ancf,2,10.00,6.00,0.6000,0.2562,4998,0.0916,0.04419,0.5310,0.8333,0.5454,83.30,5.6477,1.0804,10.3548,218.1,0.1983,0.0916,0.9182,0.0196,303.12,0.5101
ancf 10.0x6.0 - 2,ancf 10.0x6.0,ancf,2,10.00,6.00,0.6000,0.2859,4998,0.0879,0.04410,0.5699,0.8333,0.5454,83.30,5.4204,1.0781,9.9381,218.1,0.1983,0.0879,0.8812,0.0184,285.01,0.4806
ancf 10.0x6.0 - 2,ancf 10.0x6.0,ancf,2,10.00,6.00,0.6000,0.3147,4998,0.0837,0.04360,0.6041,0.8333,0.5454,83.30,5.1601,1.0658,9.4608,218.1,0.1983,0.0837,0.8389,0.0171,264.72,0.4516
ancf 10.0x6.0 - 2,ancf 10.0x6.0,ancf,2,10.00,6.00,0.6000,0.3430,4998,0.0794,0.04302,0.6330,0.8333,0.5454,83.30,4.8953,1.0516,8.9753,218.1,0.1983,0.0794,0.7958,0.0158,244.61,0.4229
ancf 10.0x6.0 - 2,ancf 10.0x6.0,ancf,2,10.00,6.00,0.6000,0.3711,4998,0.0748,0.04207,0.6594,0.8333,0.5454,83.30,4.6097,1.0285,8.4518,218.1,0.1983,0.0748,0.7494,0.0145,223.52,0.3951
ancf 10.0x6.0 - 2,ancf 10.0x6.0,ancf,2,10.00,6.00,0.6000,0.3981,4998,0.0704,0.04105,0.6823,0.8333,0.5454,83.30,4.3383,1.0036,7.9542,218.1,0.1983,0.0704,0.7053,0.0132,204.07,0.3697
ancf 10.0x6.0 - 2,ancf 10.0x6.0,ancf,2,10.00,6.00,0.6000,0.4248,4998,0.0662,0.04002,0.7026,0.8333,0.5454,83.30,4.0815,0.9784,7.4832,218.1,0.1983,0.0662,0.6635,0.0120,186.22,0.3461
ancf 10.0x6.0 - 2,ancf 10.0x6.0,ancf,2,10.00,6.00,0.6000,0.4538,4998,0.0611,0.03857,0.7184,0.8333,0.5454,83.30,3.7644,0.9428,6.9018,218.1,0.1983,0.0611,0.6120,0.0107,164.95,0.3181
ancf 10.0x6.0 - 2,ancf 10.0x6.0,ancf,2,10.00,6.00,0.6000,0.4829,4998,0.0552,0.03665,0.7278,0.8333,0.5454,83.30,3.4054,0.8959,6.2437,218.1,0.1983,0.0552,0.5536,0.0092,141.92,0.2880
ancf 10.0x6.0 - 2,ancf 10.0x6.0,ancf,2,10.00,6.00,0.6000,0.5118,4998,0.0498,0.03474,0.7330,0.8333,0.5454,83.30,3.0676,0.8493,5.6244,218.1,0.1983,0.0498,0.4987,0.0078,121.34,0.2598
ancf 10.0x6.0 - 2,ancf 10.0x6.0,ancf,2,10.00,6.00,0.6000,0.5403,4998,0.0434,0.03222,0.7278,0.8333,0.5454,83.30,2.6759,0.7877,4.9062,218.1,0.1983,0.0434,0.4350,0.0064,98.86,0.2282
ancf 10.0x6.0 - 2,ancf 10.0x6.0,ancf,2,10.00,6.00,0.6000,0.5688,4998,0.0372,0.02955,0.7164,0.8333,0.5454,83.30,2.2945,0.7224,4.2069,218.1,0.1983,0.0372,0.3730,0.0051,78.49,0.1976
